id,vendor,family,part_numbers,aliases,standards,bands,sdr_tier,sdr_capabilities,fw_arch,fw_openness,fw_re_tooling,key_projects,common_hardware,status,references,notes
realtek-rtl8730e,Realtek,Ameba (AmebaSmart SoC),RTL8730E,RTL8730E; RTL8730EA,802.11ac; BLE,2.4GHz; 5GHz,2,csi; monitor; open-firmware,Arm Cortex-A55 + M55,documented,Ameba SDK; Linux BSP; CSI API,Ameba Wi-Fi CSI API,AmebaSmart dev boards; voice/HMI IoT gateways,verified,https://aiot.realmcu.com/en/latest/rtos/wifi/csi/index.html; https://www.amebaiot.com/en/,"AmebaSmart — a Linux-class Cortex-A55 SoC with dual-band ac Wi-Fi, listed in Realtek's CSI docs as CSI-capable. Higher compute makes it attractive for on-device Wi-Fi-sensing/CSI ML. Documented SDK. Tier 2, verified."
realtek-rtl8735c,Realtek,Ameba (AmebaPro2 SoC),RTL8735C; RTL8735B,RTL8735C; RTL8735B; RTL8735BM,802.11ac; BLE,2.4GHz; 5GHz,2,csi; monitor; open-firmware,Arm Cortex-M33 + NPU,documented,Ameba SDK; CSI API; NPU toolchain,Ameba Wi-Fi CSI API; AmebaPro2 SDK,AmebaPro2 AI-camera dev boards,verified,https://aiot.realmcu.com/en/latest/rtos/wifi/csi/index.html; https://github.com/ambiot,"AmebaPro2 (RTL8735B/C) — Cortex-M33 AI-camera SoC with an on-chip NPU and dual-band ac Wi-Fi, listed in Realtek's CSI docs as CSI-capable. The NPU + CSI combination is uniquely suited to edge Wi-Fi-sensing (presence/gesture) without a host. Documented SDK. Tier 2, verified."
realtek-rtl8811au,Realtek,RTL88xxAU,RTL8811AU,RTL8811AU; Alfa AWUS036AC,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,aircrack-ng/rtl8812au,Alfa AWUS036AC,verified,https://github.com/aircrack-ng/rtl8812au,1x1 dual-band AC sibling of 8812AU; same unified aircrack-ng driver. Monitor+injection. Tier 1.
realtek-rtl8811fu,Realtek,RTL8811F (USB ac 1x1),RTL8811FU,RTL8811FU,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MAC ucode,closed,,out-of-tree rtl8811fu,cheap 1x1 ac nano dongles,reported,https://github.com/morrownr/USB-WiFi,Low-cost 1x1 ac USB part supported by out-of-tree rtl8811fu forks. Monitor usable; injection reported but fork-dependent. Tier 1.
realtek-rtl8812ae,Realtek,RTL8812A (PCIe ac),RTL8812AE,RTL8812AE,802.11ac,2.4GHz; 5GHz,1,monitor,8051-class MAC ucode,closed,,rtl8821ae (rtlwifi),desktop/laptop 2x2 ac mini-PCIe cards,verified,https://github.com/torvalds/linux/tree/master/drivers/net/wireless/realtek/rtlwifi; https://www.aircrack-ng.org/doku.php?id=compatibility_drivers,PCIe 2x2 802.11ac — the card sibling of the ubiquitous 8812AU USB injection dongle. Mainline rtlwifi rtl8821ae drives it in monitor RX; injection is unreliable on rtlwifi (unlike the USB rtl8812au path). Tier 1 (monitor only).
realtek-rtl8812au,Realtek,RTL88xxAU,RTL8812AU,RTL8812AU; Alfa AWUS036ACH; AC1200,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,aircrack-ng/rtl8812au (astsam/morrownr lineage),Alfa AWUS036ACH; Alfa AC1200; many 2x2 AC dongles,verified,https://github.com/aircrack-ng/rtl8812au; https://github.com/morrownr/8812au-20210820,"THE standard dual-band 2x2 AC injection dongle. Alfa AWUS036ACH. aircrack-ng/rtl8812au is the reference driver. Tier 1, no CSI/spectral."
realtek-rtl8812bu,Realtek,RTL88x2BU,RTL8812BU; RTL8822BU,RTL8812BU; RTL8822BU,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,morrownr/88x2bu-20210702; RinCat/RTL88x2BU-Linux-Driver,Alfa AWUS036ACU; Comfast/generic 2x2 AC dongles,reported,https://github.com/morrownr/88x2bu-20210702; https://github.com/RinCat/RTL88x2BU-Linux-Driver,'B' gen 2x2 AC (8822BU = +BT combo). Monitor solid; injection partial/less reliable than 8812AU — morrownr steers pentesters back to 8812AU/8821CU.
realtek-rtl8812cu,Realtek,RTL8812C (rtw88 USB ac),RTL8812CU,RTL8812CU,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MAC ucode,closed,,rtw88 USB (rtw8812c),2x2 ac USB dongles,reported,https://github.com/lwfinger/rtw88; https://github.com/morrownr/USB-WiFi,rtw88 USB 2x2 ac part. Monitor works; injection possible but far less proven than the classic rtl8812au driver — treat injection as partial. Tier 1.
realtek-rtl8814ae,Realtek,RTL8814A (PCIe ac 4x4),RTL8814AE,RTL8814AE,802.11ac,2.4GHz; 5GHz,1,monitor,8051-class MAC ucode,closed,,out-of-tree rtl8814ae,4x4 ac desktop PCIe cards; some routers,reported,https://github.com/morrownr/USB-WiFi,PCIe 4x4 802.11ac — card sibling of the AWUS1900's 8814AU. No solid mainline driver; out-of-tree rtl8814ae builds give station/monitor. Injection not a reliable path on the PCIe part. Tier 1 (monitor).
realtek-rtl8814au,Realtek,RTL88xxAU,RTL8814AU,RTL8814AU; Alfa AWUS1900; AWUS036ACHM,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,"nicshaca/rtl8814au; aircrack-ng/rtl8812au (unified, 8814 build)",Alfa AWUS1900 (4x4),verified,https://github.com/nicshaca/rtl8814au; https://github.com/aircrack-ng/rtl8812au,4x4 MIMO flagship (Alfa AWUS1900). Highest antenna count of Realtek line but still Tier 1. Dedicated rtl8814au fork adds AP+jammer; some distro rtl88xxau packages dropped 8814 support.
realtek-rtl8821ae,Realtek,RTL8821A (PCIe ac+BT),RTL8821AE,RTL8821AE,802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor,8051-class MAC ucode,closed,,rtl8821ae (rtlwifi),ubiquitous 1x1 ac+BT laptop cards,verified,https://github.com/torvalds/linux/tree/master/drivers/net/wireless/realtek/rtlwifi,One of the most common 1x1 ac+BT combo cards in budget laptops. rtlwifi rtl8821ae supports monitor RX; injection unreliable. Tier 1 (monitor only).
realtek-rtl8821au,Realtek,RTL88xxAU,RTL8821AU,RTL8821AU,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,aircrack-ng/rtl8812au,combo AC+BT dongles,verified,https://github.com/aircrack-ng/rtl8812au,1x1 AC (AU-series) covered by the unified aircrack-ng/rtl8812au driver. Monitor+injection. Tier 1.
realtek-rtl8821ce,Realtek,RTL8821C (rtw88 ac 1x1),RTL8821CE; RTL8821CS,RTL8821CE; RTL8821CS,802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw88 (rtw8821c),budget 1x1 ac+BT laptop cards,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw88.html; https://github.com/lwfinger/rtw88,"Budget 1x1 ac+BT combo (PCIe/SDIO), mainline rtw88 rtw8821c. Monitor RX; injection unreliable. Tier 1 (monitor only). Distinct from the 8821CU USB dongle already catalogued (which does inject via morrownr's driver)."
realtek-rtl8821cu,Realtek,RTL88x1CU,RTL8811CU; RTL8821CU; RTL8821CUH; RTL8731AU,RTL8811CU; RTL8821CU; RTL8821CUH; RTL8731AU,802.11ac,2.4GHz; 5GHz,1,monitor; injection,8051-class MCU + HW MAC/baseband,closed,ghidra; ida,morrownr/8821cu-20210916,Alfa AWUS036ACS; USB-nano AC dongles,verified,https://github.com/morrownr/8821cu-20210916,Single-stream dual-band AC; morrownr's recommended cheap/small injection adapter. Clean monitor+injection. Tier 1.
realtek-rtl8822be,Realtek,RTL8822B (rtw88 ac),RTL8822BE; RTL8822BS,RTL8822BE; RTL8822BS,802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw88 (rtw8822b),2x2 ac+BT laptop cards; SDIO on some SBCs,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw88.html; https://github.com/lwfinger/rtw88,"Mainstream 2x2 ac+BT combo, mainline rtw88 (rtw8822b). rtw88 supports monitor mode for capture; injection is not a supported/reliable path. PCIe (8822BE) + SDIO (8822BS). Tier 1 (monitor only)."
realtek-rtl8822ce,Realtek,RTL8822C (rtw88 ac),RTL8822CE; RTL8822CS,RTL8822CE; RTL8822CS,802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw88 (rtw8822c),very common 2x2 ac+BT laptop/desktop cards,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw88.html; https://github.com/lwfinger/rtw88,"Later revision of the 8822 2x2 ac+BT combo, extremely widely deployed. rtw88 rtw8822c monitor RX; injection unreliable. Tier 1 (monitor only)."
realtek-rtl8822cu,Realtek,RTL8822C (USB ac),RTL8822CU,RTL8822CU,802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor; injection,8051-class MAC ucode,closed,,rtw88 USB (rtw8822c); morrownr/USB-WiFi,2x2 ac+BT USB dongles,reported,https://github.com/lwfinger/rtw88; https://github.com/morrownr/USB-WiFi,USB variant of the 8822C combo. rtw88 USB / out-of-tree drivers give monitor; injection is partial and less reliable than 8812AU/8821CU. Tier 1.
realtek-rtl8832au,Realtek,RTL8832 (USB Wi-Fi 6E),RTL8832AU; RTL8832CU,RTL8832AU; RTL8832CU,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,8051-class MAC ucode,closed,,out-of-tree community drivers,Wi-Fi 6E USB dongles (AXE-class),theoretical,https://github.com/morrownr/USB-WiFi,"Wi-Fi 6E 2x2 USB silicon (AXE3000-class dongles). Linux support is sparse/out-of-tree; monitor is unconfirmed on most builds and injection unproven. Catalogued as the 6 GHz USB frontier; verify per-dongle. Tier 1 aspirationally, currently monitor-theoretical."
realtek-rtl8851be,Realtek,RTL8851B (rtw89 Wi-Fi 6),RTL8851BE,RTL8851BE,802.11ax; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw89 (rtw8851b),budget Wi-Fi 6 1x1 laptop cards,reported,https://github.com/lwfinger/rtw89; https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw89.html,"Entry-level 1x1 Wi-Fi 6 + BT combo, rtw89 rtw8851b. Monitor RX supported by rtw89; injection unproven. Tier 1 (monitor only)."
realtek-rtl8852ae,Realtek,RTL8852A (rtw89 Wi-Fi 6),RTL8852AE,RTL8852AE,802.11ax; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw89 (rtw8852a),2x2 Wi-Fi 6 laptop cards,reported,https://github.com/lwfinger/rtw89; https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw89.html,"Realtek's first mass-market 2x2 Wi-Fi 6 + BT combo, the original rtw89 target. Mainline rtw89 supports monitor mode; injection is not a reliable path. Tier 1 (monitor only)."
realtek-rtl8852be,Realtek,RTL8852B (rtw89 Wi-Fi 6),RTL8852BE,RTL8852BE,802.11ax; Bluetooth,2.4GHz; 5GHz,1,monitor,proprietary MAC/PHY,closed,,rtw89 (rtw8852b),very common 2x2 Wi-Fi 6 laptop/desktop cards,reported,https://github.com/lwfinger/rtw89; https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw89.html,"The most widely deployed Realtek Wi-Fi 6 card, rtw89 rtw8852b. Monitor RX supported; injection unproven. Tier 1 (monitor only)."
realtek-rtl8852bu,Realtek,RTL8852B (USB Wi-Fi 6),RTL8852BU,RTL8852BU,802.11ax,2.4GHz; 5GHz,1,monitor,8051-class MAC ucode,closed,,out-of-tree rtw89 USB / 8852bu,Wi-Fi 6 USB dongles (AX1800-class),reported,https://github.com/morrownr/USB-WiFi; https://github.com/lwfinger/rtw89,"USB 2x2 Wi-Fi 6 part behind many AX1800 dongles. Driver support is early/out-of-tree; monitor is partial and injection unproven. Watch this one — a working injection driver would make it the first Realtek Wi-Fi 6 pentest USB. Tier 1 (monitor, partial)."
realtek-rtl8852ce,Realtek,RTL8852C (rtw89 Wi-Fi 6E),RTL8852CE,RTL8852CE,802.11ax; Bluetooth,2.4GHz; 5GHz; 6GHz,1,monitor,proprietary MAC/PHY,closed,,rtw89 (rtw8852c),2x2 Wi-Fi 6E laptop cards,reported,https://github.com/lwfinger/rtw89; https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw89.html,Realtek's 2x2 Wi-Fi 6E part — adds the 6 GHz band. rtw89 rtw8852c monitor RX (incl. 6 GHz capture); injection unproven. Tier 1 (monitor only).
realtek-rtl8922ae,Realtek,RTL8922A (rtw89 Wi-Fi 7),RTL8922AE,RTL8922AE,802.11be; Bluetooth,2.4GHz; 5GHz; 6GHz,1,monitor,proprietary MAC/PHY,closed,,rtw89 (rtw8922a),Wi-Fi 7 desktop/laptop PCIe cards (BE1200/BE1500-class),reported,https://github.com/lwfinger/rtw89; https://wireless.docs.kernel.org/en/latest/en/users/drivers/rtw89.html,"Realtek's first Wi-Fi 7 (802.11be) client chip; the rtw89 repo explicitly names it as a Wi-Fi 7 device. Tri-band incl. 6 GHz, 320 MHz-capable. Mainline rtw89 supports monitor; injection unproven and no raw-PHY access. Tier 1 (monitor only) — the newest Realtek Wi-Fi silicon on the ladder."
rtlsdr-rtl2832u,Realtek,RTL2832U + R820T2/R828D,RTL2832U; R820T2; R828D; RTL2838U,RTL-SDR; RTL-SDR Blog V4; DVB-T dongle; RTL2832U; RTL2838U; DVB-T dongle SDR,DVB-T; DAB,sub-GHz; 2.4GHz,5,raw-iq; monitor; spectral-scan; passive-radar,Realtek DVB-T demodulator ASIC (fixed function),documented,osmocom rtl-sdr; librtlsdr,rtl-sdr (osmocom); RTL-SDR Blog,RTL-SDR Blog V3 (R820T2); RTL-SDR Blog V4 (R828D); NooElec NESDR SMArt/Nano/XTR; ezcap EzTV668; Terratec Cinergy T Stick; Generic DVB-T+DAB+FM USB dongle,verified,https://www.rtl-sdr.com/; https://osmocom.org/projects/rtl-sdr/wiki; https://osmocom.org/projects/rtl-sdr/wiki/rtl-sdr; https://www.rtl-sdr.com/about-rtl-sdr/; https://gnss-sdr.org/docs/tutorials/gnss-sdr-operation-realtek-rtl2832u-usb-dongle-dvb-t-receiver/; https://gitea.osmocom.org/sdr/rtl-sdr; https://www.oz9aec.net/radios/gnu-radio/rtl2832u-based-software-defined-radios,"RX-only 8-bit, ~0.5kHz-1.7GHz, ~2.4MHz BW. The genuine-SDR floor and the accidental-SDR archetype; see rtl-sdr-lineage.md. Listed tier 5 as reference datum only. Discovery: Eric Fry (2010) & Antti Palosaari (2012)."
samsung-exynos-connect-u100,Samsung,Exynos Connect U100 UWB IC,Exynos Connect U100,Exynos Connect U100; U100,IEEE 802.15.4z HRP-UWB; FiRa Certified; UCI,UWB,0,,"Samsung HRP-UWB IC with AoA; FiRa-certified; host access via Android UWB API / UCI, closed firmware",closed,Android UWB (Jetpack) API; FiRa UCI,,Galaxy smartphones; Galaxy SmartTag2,reported,https://developer.android.com/develop/connectivity/uwb; https://www.firaconsortium.org/,Net-new. Samsung's own FiRa-certified UWB IC (AoA-capable) used in Galaxy phones and the SmartTag2. Exposed to apps via the Android UWB API over FiRa UCI; closed firmware with no CIR/channel access. Tier 0 black box for SDR purposes; details on any raw access not public -> status reported.
sdrplay-rsp,SDRplay,RSP1A / RSPdx-R2,RSP1A; RSPdx-R2; RSPduo,,,sub-GHz; 2.4GHz,5,raw-iq; spectral-scan,Mirics tuner + FPGA/USB controller (closed),closed,SoapySDRPlay; closed API,,,verified,https://www.sdrplay.com/rsp1a/; https://www.sdrplay.com/rspdx/,"RX-only 14-bit, 1kHz-2GHz, up to 10MHz BW. Serious-listener receive tier."
semtech-sx127x,Semtech,LoRa (SX127x/SX126x) + FSK/OOK,SX1272; SX1276; SX1278; SX1262; SX1280; RFM95W; RFM96W; RFM98W,SX1276; SX1272; SX1278; SX1262; SX1280; RFM95; RFM96; RFM98,LoRa CSS; (G)FSK; OOK,sub-GHz; 2.4GHz,1,monitor; injection; arbitrary-waveform; covert-channel,"fixed-function LoRa/FSK transceiver (SPI-driven, no MCU)",documented,,gr-lora (Bastille / Matt Knight); gr-lora (rpp0),HopeRF RFM95W; Adafruit LoRa Feather; Heltec/TTGO LoRa32; Dragino,verified,https://github.com/BastilleResearch/gr-lora; https://github.com/rpp0/gr-lora; https://www.semtech.com/products/wireless-rf/lora-connect/sx1276,"LoRa (chirp spread spectrum) plus full (G)FSK/OOK legacy mode. Continuous FSK/OOK mode streams an arbitrary bitstream (tones, jamming, replay); the LoRa engine gives CSS TX/RX directly. The LoRa PHY was reverse-engineered on real SDRs (gr-lora by Bastille/Matt Knight and by rpp0), a good example of using an SDR to crack a closed PHY these chips then speak natively. SX1280 is 2.4 GHz LoRa."
semtech-sx128x,Semtech,SX1280 / SX1281 (2.4 GHz LoRa),SX1280; SX1281; SX1282,SX1280; SX1281; SX1282,LoRa; FLRC; (G)FSK; BLE-compatible PHY,2.4GHz,1,,fixed-function transceiver with fully documented register-level PHY; external host MCU over SPI,documented,Semtech SX1280 driver / datasheet register access,Semtech SX1280,SX1280 dev kits; Ebyte E28 modules; 2.4 GHz LoRa boards,verified,https://www.semtech.com/products/wireless-rf/lora-connect/sx1280; https://www.semtech.com/uploads/documents/AN1200.29_SX1280.pdf,"The 2.4 GHz member of the Semtech LoRa family (the catalogued semtech-sx127x is sub-GHz). Adds an on-chip ranging engine (time-of-flight distance measurement between two SX1280s) — coarse round-trip range telemetry, not a full CIR — plus FLRC and continuous (G)FSK/OOK for tone/replay. Fully datasheet-documented register machine; no firmware to reverse. Tier 1. Net-new record."
silex-sx-newah,Silex Technology,Wi-Fi HaLow (IEEE 802.11ah),SX-NEWAH-US; SX-NEWAH-EVK,SX-NEWAH; SX-NEWAH-US; SX-NEWAH-EVK,IEEE 802.11ah; Wi-Fi HaLow,sub-GHz,1,monitor; injection,ARM Cortex-M3 (NRC7292),closed,newracom/nrc7292_sw_pkg GPL-2.0 driver,SX-NEWAH evaluation,Newracom NRC7292 SoC; Raspberry Pi reference platform; SX-NEWAH-EVK eval board,verified,https://www.silextechnology.com/connectivity-solutions/embedded-wireless/sx-newah; https://www.silextechnology.com/unwired/industrys-first-802.11ah-halow-wireless-module-for-iot-devices,"Industry-first IEEE 802.11ah Wi-Fi module, built on Newracom NRC7292. Range up to ~1.5 km; EVK targets Raspberry Pi. Inherits NRC7292 open GPL mac80211 driver (tier-1 monitor+injection) and closed radio firmware. Net-new named module record."
silabs-efr32,Silicon Labs,EFR32 Flex/Mighty Gecko,EFR32FG13; EFR32FG14; EFR32FG23; EFR32FG25; EFR32MG21,EFR32FG; EFR32MG; Flex Gecko; Mighty Gecko,proprietary; Zigbee; Thread; Bluetooth LE; Z-Wave,sub-GHz; 2.4GHz,1,monitor; injection; arbitrary-waveform; spectral-scan,ARM Cortex-M4/M33 + radio driven by RAIL library,partially-documented,ghidra,EFR32FG13 Flex Gecko datasheet,EFR32FG13/FG14/FG23/FG25 dev kits; Zigbee/Matter products,verified,https://www.silabs.com/documents/public/data-sheets/efr32fg13-datasheet.pdf,"RAIL (Radio Abstraction Interface Layer) exposes an arbitrary proprietary-PHY builder (custom modulation, symbol rate, framing), plus energy/RSSI scanning and TX tone/stream mode. Radio internals closed but RAIL documented (partially-documented). Tier 1 with a path to custom PHYs."
silabs-efr32-series2,Silicon Labs,EFR32 Series 2 (xG21/22/23/24/25/27/28),EFR32MG21; EFR32BG22; EFR32FG23; EFR32MG24; EFR32FG25; EFR32MG27; EFR32FG28,EFR32MG24; EFR32BG24; EFR32FG25; EFR32xG28; Series 2,Bluetooth LE; Zigbee; Thread; Matter; proprietary sub-GHz/2.4GHz PHY,sub-GHz; 2.4GHz,1,monitor; injection; arbitrary-waveform,"Cortex-M33 wireless SoC; radio internals closed, exposed through the documented RAIL library",partially-documented,RAIL (Radio Abstraction Interface Layer) arbitrary-PHY builder; Simplicity Studio / RAILtest; Network Analyzer capture,Silicon Labs RAIL,xG24 Dev Kit (BRD2601); EFR32FG25 sub-GHz kits; Thunderboard / radio boards,reported,https://docs.silabs.com/rail/latest/; https://www.silabs.com/wireless/zigbee/efr32mg24-series-2-socs,"Series-2 successor to the catalogued silabs-efr32 (Series 1). RAIL still exposes an arbitrary proprietary-PHY builder (custom modulation, symbol rate, framing) plus energy/RSSI scanning and TX tone/stream modes on both sub-GHz and 2.4 GHz — enough to author custom simple-modulation waveforms (Tier 1, reaching toward arbitrary-waveform). Radio core closed but RAIL documented. FG25 targets sub-GHz 802.15.4g. Net-new record."
silabs-siwx917,Silicon Labs,SiWx917 / SiWG917 Wi-Fi 6 SoC,SiWG917; SiWN917,SiWx917; SiWG917; SiWN917,802.11ax; Bluetooth LE,2.4GHz,0,,Cortex-M4 application core + closed 'network wireless processor' (NWP) running Wi-Fi 6 + BLE; WiSeConnect SDK,closed,none public — WiSeConnect socket/offload API only,WiSeConnect SDK,SiWx917 dev kit (BRD4338A); SiWx917 modules,reported,https://www.silabs.com/wireless/wi-fi/siwx917-wireless-socs,"Silabs' Wi-Fi 6 + BLE SoC: an M4 app core plus a closed network wireless processor that owns the radio and stack. The WiSeConnect SDK exposes only offloaded connectivity/socket APIs — no public monitor, raw 802.11, or CSI. Tier 0 (nominally 0-1 if a debug/PER test mode is unlocked, but nothing packaged for sensing). Net-new record."
silabs-wf200,Silicon Labs,WF200 / WFM200 Wi-Fi transceiver,WF200; WFM200S,WF200; WFM200; WFM200S; wfx,802.11b; 802.11g; 802.11n,2.4GHz,0,,"closed, signed Wi-Fi firmware on the WF200 transceiver; host runs the wfx mac80211 driver",closed,wfx mainline driver (STA/AP/ADHOC only),SiliconLabs/wfx-linux-driver,WF200 expansion kit; WFM200 module; companion Wi-Fi for EFR32/i.MX hosts,verified,https://github.com/SiliconLabs/wfx-linux-driver; https://github.com/torvalds/linux/tree/master/drivers/net/wireless/silabs/wfx,"Looks like a Tier-1 candidate (mainline wfx mac80211 driver, in-tree since 5.5) but is honestly Tier 0: wfx_add_interface() only accepts NL80211_IFTYPE_STATION/ADHOC/AP and returns -EOPNOTSUPP for NL80211_IFTYPE_MONITOR (verified in drivers/net/wireless/silabs/wfx/sta.c), and the firmware is signed and closed. No public monitor/raw/CSI path. Included as an accuracy correction to the 'softmac must equal Tier 1' assumption. Net-new record."
